"","gene_short_name","feature"
"SNIP1","SNIP1","NA"
"DNALI1","DNALI1","NA"
"GNL2","GNL2","NA"
"RSPO1","RSPO1","NA"
"C1orf109","C1ORF109","NA"
"CDCA8","CDCA8","NA"
"EPHA10","EPHA10","NA"
"MANEAL","MANEAL","NA"
"AL929472.3","AL929472.3","NA"
"YRDC","YRDC","NA"
"C1orf122","C1ORF122","NA"
"MTF1","MTF1","NA"
"AL929472.2","AL929472.2","NA"
"INPP5B","INPP5B","NA"
"SF3A3","SF3A3","NA"
"FHL3","FHL3","NA"
"UTP11","UTP11","NA"
"POU3F1","POU3F1","NA"
"AL139158.2","AL139158.2","NA"
"AL139158.3","AL139158.3","NA"
"LINC01343","LINC01343","NA"
"LINC01685","LINC01685","NA"
"AL354702.2","AL354702.2","NA"
"RRAGC","RRAGC","NA"
"AL139260.1","AL139260.1","NA"
"MYCBP","MYCBP","NA"
"AL139260.3","AL139260.3","NA"
"GJA9","GJA9","NA"
"RHBDL2","RHBDL2","NA"
"AKIRIN1","AKIRIN1","NA"
"NDUFS5","NDUFS5","NA"
"MACF1","MACF1","NA"
"AL442071.1","AL442071.1","NA"
"BMP8A","BMP8A","NA"
"PABPC4","PABPC4","NA"
"AL365277.1","AL365277.1","NA"
"HEYL","HEYL","NA"
"AL035404.2","AL035404.2","NA"
"NT5C1A","NT5C1A","NA"
"HPCAL4","HPCAL4","NA"
"PPIE","PPIE","NA"
"BMP8B","BMP8B","NA"
"OXCT2","OXCT2","NA"
"AL033527.3","AL033527.3","NA"
"AL033527.5","AL033527.5","NA"
"AL033527.4","AL033527.4","NA"
"TRIT1","TRIT1","NA"
"MYCL","MYCL","NA"
"AL033527.2","AL033527.2","NA"
"MFSD2A","MFSD2A","NA"
"CAP1","CAP1","NA"
"PPT1","PPT1","NA"
"RLF","RLF","NA"
"TMCO2","TMCO2","NA"
"AL050341.2","AL050341.2","NA"
"ZMPSTE24","ZMPSTE24","NA"
"COL9A2","COL9A2","NA"
"SMAP2","SMAP2","NA"
"AL031985.4","AL031985.4","NA"
"ZFP69B","ZFP69B","NA"
"ZFP69","ZFP69","NA"
"AL603839.3","AL603839.3","NA"
"EXO5","EXO5","NA"
"AL603839.1","AL603839.1","NA"
"AL603839.2","AL603839.2","NA"
"ZNF684","ZNF684","NA"
"RIMS3","RIMS3","NA"
"AL031289.1","AL031289.1","NA"
"NFYC.AS1","NFYC-AS1","NA"
"NFYC","NFYC","NA"
"KCNQ4","KCNQ4","NA"
"CITED4","CITED4","NA"
"AC119677.1","AC119677.1","NA"
"CTPS1","CTPS1","NA"
"SLFNL1.AS1","SLFNL1-AS1","NA"
"SLFNL1","SLFNL1","NA"
"SCMH1","SCMH1","NA"
"AC093151.3","AC093151.3","NA"
"FOXO6","FOXO6","NA"
"AC093151.2","AC093151.2","NA"
"EDN2","EDN2","NA"
"HIVEP3","HIVEP3","NA"
"AL445933.2","AL445933.2","NA"
"AC119676.1","AC119676.1","NA"
"GUCA2B","GUCA2B","NA"
"GUCA2A","GUCA2A","NA"
"FOXJ3","FOXJ3","NA"
"RIMKLA","RIMKLA","NA"
"ZMYND12","ZMYND12","NA"
"PPCS","PPCS","NA"
"CCDC30","CCDC30","NA"
"PPIH","PPIH","NA"
"AC098484.2","AC098484.2","NA"
"YBX1","YBX1","NA"
"CLDN19","CLDN19","NA"
"P3H1","P3H1","NA"
"C1orf50","C1ORF50","NA"
"AC098484.3","AC098484.3","NA"
"AC098484.1","AC098484.1","NA"
"TMEM269","TMEM269","NA"
"SVBP","SVBP","NA"
"ERMAP","ERMAP","NA"
"AL512353.1","AL512353.1","NA"
"ZNF691","ZNF691","NA"
"SLC2A1","SLC2A1","NA"
"SLC2A1.AS1","SLC2A1-AS1","NA"
"AC099795.1","AC099795.1","NA"
"FAM183A","FAM183A","NA"
"EBNA1BP2","EBNA1BP2","NA"
"CFAP57","CFAP57","NA"
"TMEM125","TMEM125","NA"
"C1orf210","C1ORF210","NA"
"TIE1","TIE1","NA"
"MPL","MPL","NA"
"AL139289.2","AL139289.2","NA"
"CDC20","CDC20","NA"
"ELOVL1","ELOVL1","NA"
"MED8","MED8","NA"
"AL139289.1","AL139289.1","NA"
"SZT2","SZT2","NA"
"SZT2.AS1","SZT2-AS1","NA"
"HYI","HYI","NA"
"PTPRF","PTPRF","NA"
"AL451062.3","AL451062.3","NA"
"KDM4A","KDM4A","NA"
"KDM4A.AS1","KDM4A-AS1","NA"
"ST3GAL3","ST3GAL3","NA"
"AL451062.1","AL451062.1","NA"
"ARTN","ARTN","NA"
"AL357079.1","AL357079.1","NA"
"IPO13","IPO13","NA"
"DPH2","DPH2","NA"
"ATP6V0B","ATP6V0B","NA"
"B4GALT2","B4GALT2","NA"
"CCDC24","CCDC24","NA"
"SLC6A9","SLC6A9","NA"
"AL139220.2","AL139220.2","NA"
"KLF17","KLF17","NA"
"KLF18","KLF18","NA"
"DMAP1","DMAP1","NA"
"ERI3","ERI3","NA"
"RNF220","RNF220","NA"
"TMEM53","TMEM53","NA"
"ARMH1","ARMH1","NA"
"KIF2C","KIF2C","NA"
"AL592166.1","AL592166.1","NA"
"RPS8","RPS8","NA"
"BEST4","BEST4","NA"
"PLK3","PLK3","NA"
"TCTEX1D4","TCTEX1D4","NA"
"BTBD19","BTBD19","NA"
"PTCH2","PTCH2","NA"
"EIF2B3","EIF2B3","NA"
"HECTD3","HECTD3","NA"
"UROD","UROD","NA"
"ZSWIM5","ZSWIM5","NA"
"LINC01144","LINC01144","NA"
"HPDL","HPDL","NA"
"MUTYH","MUTYH","NA"
"TOE1","TOE1","NA"
"TESK2","TESK2","NA"
"CCDC163","CCDC163","NA"
"MMACHC","MMACHC","NA"
"PRDX1","PRDX1","NA"
"AKR1A1","AKR1A1","NA"
"NASP","NASP","NA"
"CCDC17","CCDC17","NA"
"GPBP1L1","GPBP1L1","NA"
"TMEM69","TMEM69","NA"
"IPP","IPP","NA"
"MAST2","MAST2","NA"
"PIK3R3","PIK3R3","NA"
"AL358075.4","AL358075.4","NA"
"AL358075.1","AL358075.1","NA"
"AL358075.2","AL358075.2","NA"
"TSPAN1","TSPAN1","NA"
"AL672043.1","AL672043.1","NA"
"POMGNT1","POMGNT1","NA"
"LURAP1","LURAP1","NA"
"RAD54L","RAD54L","NA"
"LRRC41","LRRC41","NA"
"UQCRH","UQCRH","NA"
"NSUN4","NSUN4","NA"
"FAAH","FAAH","NA"
"DMBX1","DMBX1","NA"
"AL136373.1","AL136373.1","NA"
"MKNK1.AS1","MKNK1-AS1","NA"
"KNCN","KNCN","NA"
"MKNK1","MKNK1","NA"
"MOB3C","MOB3C","NA"
"ATPAF1","ATPAF1","NA"
"TEX38","TEX38","NA"
"EFCAB14.AS1","EFCAB14-AS1","NA"
"EFCAB14","EFCAB14","NA"
"CYP4B1","CYP4B1","NA"
"CYP4A11","CYP4A11","NA"
"CYP4X1","CYP4X1","NA"
"CYP4Z1","CYP4Z1","NA"
"CYP4A22.AS1","CYP4A22-AS1","NA"
"CYP4A22","CYP4A22","NA"
"LINC00853","LINC00853","NA"
"PDZK1IP1","PDZK1IP1","NA"
"TAL1","TAL1","NA"
"AL135960.1","AL135960.1","NA"
"STIL","STIL","NA"
"CMPK1","CMPK1","NA"
"LINC01389","LINC01389","NA"
"FOXE3","FOXE3","NA"
"FOXD2.AS1","FOXD2-AS1","NA"
"FOXD2","FOXD2","NA"
"LINC01738","LINC01738","NA"
"TRABD2B","TRABD2B","NA"
"AL691459.1","AL691459.1","NA"
"AC096541.1","AC096541.1","NA"
"AL356289.1","AL356289.1","NA"
"AL356289.2","AL356289.2","NA"
"AL109659.1","AL109659.1","NA"
"SLC5A9","SLC5A9","NA"
"AL109659.2","AL109659.2","NA"
"SPATA6","SPATA6","NA"
"AGBL4","AGBL4","NA"
"BEND5","BEND5","NA"
"AC099788.1","AC099788.1","NA"
"AL590432.1","AL590432.1","NA"
"ELAVL4","ELAVL4","NA"
"AL592182.2","AL592182.2","NA"
"AL592182.1","AL592182.1","NA"
"AL596275.2","AL596275.2","NA"
"AL592182.3","AL592182.3","NA"
"DMRTA2","DMRTA2","NA"
"FAF1","FAF1","NA"
"AL049637.1","AL049637.1","NA"
"CDKN2C","CDKN2C","NA"
"C1orf185","C1ORF185","NA"
"LINC01562","LINC01562","NA"
"RNF11","RNF11","NA"
"AL162430.2","AL162430.2","NA"
"TTC39A","TTC39A","NA"
"TTC39A.AS1","TTC39A-AS1","NA"
"EPS15","EPS15","NA"
"AC104170.2","AC104170.2","NA"
"AC104170.1","AC104170.1","NA"
"OSBPL9","OSBPL9","NA"
"NRDC","NRDC","NA"
"AL050343.1","AL050343.1","NA"
"AL050343.2","AL050343.2","NA"
"RAB3B","RAB3B","NA"
"TXNDC12","TXNDC12","NA"
"KTI12","KTI12","NA"
"AL445685.1","AL445685.1","NA"
"TXNDC12.AS1","TXNDC12-AS1","NA"
"BTF3L4","BTF3L4","NA"
"ZFYVE9","ZFYVE9","NA"
"CC2D1B","CC2D1B","NA"
"AL513218.1","AL513218.1","NA"
"ORC1","ORC1","NA"
"PRPF38A","PRPF38A","NA"
"TUT4","TUT4","NA"
"AL591167.1","AL591167.1","NA"
"GPX7","GPX7","NA"
"SHISAL2A","SHISAL2A","NA"
"COA7","COA7","NA"
"ZYG11B","ZYG11B","NA"
"ZYG11A","ZYG11A","NA"
"AC099677.4","AC099677.4","NA"
"ECHDC2","ECHDC2","NA"
"SCP2","SCP2","NA"
"PODN","PODN","NA"
"AL445183.1","AL445183.1","NA"
"SLC1A7","SLC1A7","NA"
"AL445183.2","AL445183.2","NA"
"CPT2","CPT2","NA"
"AL606760.2","AL606760.2","NA"
"C1orf123","C1ORF123","NA"
"AL606760.3","AL606760.3","NA"
"MAGOH","MAGOH","NA"
"AL606760.1","AL606760.1","NA"
"LRP8","LRP8","NA"
"AL355483.4","AL355483.4","NA"
"AL355483.2","AL355483.2","NA"
"AL355483.3","AL355483.3","NA"
"LINC01771","LINC01771","NA"
"AC119428.1","AC119428.1","NA"
"AC119428.2","AC119428.2","NA"
"DMRTB1","DMRTB1","NA"
"GLIS1","GLIS1","NA"
"NDC1","NDC1","NA"
"YIPF1","YIPF1","NA"
"DIO1","DIO1","NA"
"HSPB11","HSPB11","NA"
"LRRC42","LRRC42","NA"
"LDLRAD1","LDLRAD1","NA"
"TMEM59","TMEM59","NA"
"TCEANC2","TCEANC2","NA"
"AL357673.1","AL357673.1","NA"
"CDCP2","CDCP2","NA"
"AL357673.2","AL357673.2","NA"
"CYB5RL","CYB5RL","NA"
"MRPL37","MRPL37","NA"
"SSBP3","SSBP3","NA"
"SSBP3.AS1","SSBP3-AS1","NA"
"AL161644.1","AL161644.1","NA"
"AL035415.1","AL035415.1","NA"
"AC099796.1","AC099796.1","NA"
"ACOT11","ACOT11","NA"
"FAM151A","FAM151A","NA"
"MROH7","MROH7","NA"
"MROH7.TTC4","MROH7-TTC4","NA"
"TTC4","TTC4","NA"
"PARS2","PARS2","NA"
"TTC22","TTC22","NA"
"AC096536.2","AC096536.2","NA"
"LEXM","LEXM","NA"
"DHCR24","DHCR24","NA"
"AC096536.3","AC096536.3","NA"
"AC096536.1","AC096536.1","NA"
"TMEM61","TMEM61","NA"
"AL590440.1","AL590440.1","NA"
"BSND","BSND","NA"
"PCSK9","PCSK9","NA"
"USP24","USP24","NA"
"MIR4422HG","MIR4422HG","NA"
"AL603840.1","AL603840.1","NA"
"LINC01753","LINC01753","NA"
"LINC01755","LINC01755","NA"
"AL353681.1","AL353681.1","NA"
"AC119674.1","AC119674.1","NA"
"AC119674.2","AC119674.2","NA"
"LINC01767","LINC01767","NA"
"PLPP3","PLPP3","NA"
"PRKAA2","PRKAA2","NA"
"FYB2","FYB2","NA"
"AL360295.1","AL360295.1","NA"
"C8A","C8A","NA"
"C8B","C8B","NA"
"AL161740.1","AL161740.1","NA"
"DAB1","DAB1","NA"
"AL390243.1","AL390243.1","NA"
"DAB1.AS1","DAB1-AS1","NA"
"AL445193.2","AL445193.2","NA"
"OMA1","OMA1","NA"
"TACSTD2","TACSTD2","NA"
"MYSM1","MYSM1","NA"
"AL136985.3","AL136985.3","NA"
"JUN","JUN","NA"
"LINC01135","LINC01135","NA"
"AL136985.2","AL136985.2","NA"
"AL136985.1","AL136985.1","NA"
"AC105277.1","AC105277.1","NA"
"LINC01358","LINC01358","NA"
"AL592431.2","AL592431.2","NA"
"AL592431.1","AL592431.1","NA"
"AC093424.1","AC093424.1","NA"
"FGGY","FGGY","NA"
"AL035416.1","AL035416.1","NA"
"HOOK1","HOOK1","NA"
"CYP2J2","CYP2J2","NA"
"C1orf87","C1ORF87","NA"
"AC097066.1","AC097066.1","NA"
"LINC01748","LINC01748","NA"
"AC099792.1","AC099792.1","NA"
"NFIA","NFIA","NA"
"NFIA.AS2","NFIA-AS2","NA"
"AC099791.3","AC099791.3","NA"
"TM2D1","TM2D1","NA"
"AC099791.2","AC099791.2","NA"
"PATJ","PATJ","NA"
"L1TD1","L1TD1","NA"
"KANK4","KANK4","NA"
"USP1","USP1","NA"
"DOCK7","DOCK7","NA"
"ANGPTL3","ANGPTL3","NA"
"AC103923.1","AC103923.1","NA"
"ATG4C","ATG4C","NA"
"AC099794.1","AC099794.1","NA"
"LINC01739","LINC01739","NA"
"AL162400.1","AL162400.1","NA"
"AL162400.2","AL162400.2","NA"
"AC096543.1","AC096543.1","NA"
"AC096543.2","AC096543.2","NA"
"FOXD3.AS1","FOXD3-AS1","NA"
"FOXD3","FOXD3","NA"
"ALG6","ALG6","NA"
"ITGB3BP","ITGB3BP","NA"
"EFCAB7","EFCAB7","NA"
"PGM1","PGM1","NA"
"ROR1","ROR1","NA"
"ROR1.AS1","ROR1-AS1","NA"
"AL445205.1","AL445205.1","NA"
"UBE2U","UBE2U","NA"
"CACHD1","CACHD1","NA"
"RAVER2","RAVER2","NA"
"JAK1","JAK1","NA"
"AL357078.3","AL357078.3","NA"
"AL357078.1","AL357078.1","NA"
"AK4","AK4","NA"
"DNAJC6","DNAJC6","NA"
"AL139294.1","AL139294.1","NA"
"LEPROT","LEPROT","NA"
"LEPR","LEPR","NA"
"AL513493.1","AL513493.1","NA"
"PDE4B","PDE4B","NA"
"AL590783.1","AL590783.1","NA"
"SGIP1","SGIP1","NA"
"AL139147.1","AL139147.1","NA"
"TCTEX1D1","TCTEX1D1","NA"
"INSL5","INSL5","NA"
"WDR78","WDR78","NA"
"AL592161.1","AL592161.1","NA"
"MIER1","MIER1","NA"
"SLC35D1","SLC35D1","NA"
"C1orf141","C1ORF141","NA"
"IL23R","IL23R","NA"
"IL12RB2","IL12RB2","NA"
"SERBP1","SERBP1","NA"
"LINC01702","LINC01702","NA"
"GADD45A","GADD45A","NA"
"GNG12","GNG12","NA"
"GNG12.AS1","GNG12-AS1","NA"
"DIRAS3","DIRAS3","NA"
"WLS","WLS","NA"
"RPE65","RPE65","NA"
"DEPDC1","DEPDC1","NA"
"AL138789.1","AL138789.1","NA"
"DEPDC1.AS1","DEPDC1-AS1","NA"
"AL035412.1","AL035412.1","NA"
"AL033530.1","AL033530.1","NA"
"AL691520.1","AL691520.1","NA"
"LINC01707","LINC01707","NA"
"AL512271.1","AL512271.1","NA"
"LINC01758","LINC01758","NA"
"LRRC7","LRRC7","NA"
"AL158840.1","AL158840.1","NA"
"LRRC40","LRRC40","NA"
"SRSF11","SRSF11","NA"
"AL353771.1","AL353771.1","NA"
"ANKRD13C","ANKRD13C","NA"
"HHLA3","HHLA3","NA"
"AL158839.1","AL158839.1","NA"
"CTH","CTH","NA"
"AL354872.2","AL354872.2","NA"
"LINC01788","LINC01788","NA"
"AL513285.1","AL513285.1","NA"
"PTGER3","PTGER3","NA"
"AL031429.1","AL031429.1","NA"
"ZRANB2.AS1","ZRANB2-AS1","NA"
"ZRANB2","ZRANB2","NA"
"NEGR1","NEGR1","NA"
"AL354949.1","AL354949.1","NA"
"AL583808.1","AL583808.1","NA"
"AL583808.2","AL583808.2","NA"
"LINC01360","LINC01360","NA"
"LINC02238","LINC02238","NA"
"LRRIQ3","LRRIQ3","NA"
"FPGT","FPGT","NA"
"FPGT.TNNI3K","FPGT-TNNI3K","NA"
"TNNI3K","TNNI3K","NA"
"AC093158.1","AC093158.1","NA"
"AC105271.1","AC105271.1","NA"
"LRRC53","LRRC53","NA"
"ERICH3","ERICH3","NA"
"ERICH3.AS1","ERICH3-AS1","NA"
"AC135803.1","AC135803.1","NA"
"CRYZ","CRYZ","NA"
"TYW3","TYW3","NA"
"AC133865.1","AC133865.1","NA"
"AC099786.3","AC099786.3","NA"
"AC099786.1","AC099786.1","NA"
"LHX8","LHX8","NA"
"AC099786.2","AC099786.2","NA"
"SLC44A5","SLC44A5","NA"
"AL357314.1","AL357314.1","NA"
"ACADM","ACADM","NA"
"RABGGTB","RABGGTB","NA"
"MSH4","MSH4","NA"
"ASB17","ASB17","NA"
"AC092813.1","AC092813.1","NA"
"AC092813.2","AC092813.2","NA"
"ST6GALNAC3","ST6GALNAC3","NA"
"AC104458.1","AC104458.1","NA"
"LINC02567","LINC02567","NA"
"ST6GALNAC5","ST6GALNAC5","NA"
"AL035409.1","AL035409.1","NA"
"PIGK","PIGK","NA"
"AK5","AK5","NA"
"AC095030.1","AC095030.1","NA"
"AC118549.1","AC118549.1","NA"
"USP33","USP33","NA"
"MIGA1","MIGA1","NA"
"NEXN.AS1","NEXN-AS1","NA"
"NEXN","NEXN","NA"
"FUBP1","FUBP1","NA"
"DNAJB4","DNAJB4","NA"
"GIPC2","GIPC2","NA"
"AC103591.3","AC103591.3","NA"
"PTGFR","PTGFR","NA"
"IFI44L","IFI44L","NA"
"IFI44","IFI44","NA"
"ADGRL4","ADGRL4","NA"
"AL353651.2","AL353651.2","NA"
"AL353651.1","AL353651.1","NA"
"AL353651.3","AL353651.3","NA"
"AC099671.1","AC099671.1","NA"
"AC098657.2","AC098657.2","NA"
"AL606519.1","AL606519.1","NA"
"AL136234.1","AL136234.1","NA"
"LINC01781","LINC01781","NA"
"AC093154.1","AC093154.1","NA"
"ADGRL2","ADGRL2","NA"
"AL138799.4","AL138799.4","NA"
"AC117944.1","AC117944.1","NA"
"AC093580.1","AC093580.1","NA"
"LINC01362","LINC01362","NA"
"LINC01361","LINC01361","NA"
"LINC01712","LINC01712","NA"
"LINC01725","LINC01725","NA"
"AL035706.1","AL035706.1","NA"
"TTLL7","TTLL7","NA"
"AC104454.2","AC104454.2","NA"
"AL359504.2","AL359504.2","NA"
"PRKACB","PRKACB","NA"
"SAMD13","SAMD13","NA"
"DNASE2B","DNASE2B","NA"
"AL844170.1","AL844170.1","NA"
"RPF1","RPF1","NA"
"GNG5","GNG5","NA"
"SPATA1","SPATA1","NA"
"CTBS","CTBS","NA"
"AL359762.2","AL359762.2","NA"
"LINC01555","LINC01555","NA"
"SSX2IP","SSX2IP","NA"
"AC104169.1","AC104169.1","NA"
"LPAR3","LPAR3","NA"
"MCOLN2","MCOLN2","NA"
"WDR63","WDR63","NA"
"MCOLN3","MCOLN3","NA"
"SYDE2","SYDE2","NA"
"C1orf52","C1ORF52","NA"
"BCL10","BCL10","NA"
"AL078459.1","AL078459.1","NA"
"DDAH1","DDAH1","NA"
"AL360219.1","AL360219.1","NA"
"AC092807.3","AC092807.3","NA"
"AC092807.2","AC092807.2","NA"
"CYR61","CYR61","NA"
"AC092807.1","AC092807.1","NA"
"ZNHIT6","ZNHIT6","NA"
"COL24A1","COL24A1","NA"
"AL136382.1","AL136382.1","NA"
"ODF2L","ODF2L","NA"
"CLCA2","CLCA2","NA"
"CLCA1","CLCA1","NA"
"CLCA4","CLCA4","NA"
"AL356270.1","AL356270.1","NA"
"AL049597.2","AL049597.2","NA"
"SH3GLB1","SH3GLB1","NA"
"AL355981.1","AL355981.1","NA"
"SELENOF","SELENOF","NA"
"HS2ST1","HS2ST1","NA"
"AL121989.1","AL121989.1","NA"
"AC093155.3","AC093155.3","NA"
"LINC01140","LINC01140","NA"
"AC099062.1","AC099062.1","NA"
"LMO4","LMO4","NA"
"LINC01364","LINC01364","NA"
"PKN2.AS1","PKN2-AS1","NA"
"PKN2","PKN2","NA"
"GTF2B","GTF2B","NA"
"KYAT3","KYAT3","NA"
"RBMXL1","RBMXL1","NA"
"GBP3","GBP3","NA"
"GBP1","GBP1","NA"
"GBP2","GBP2","NA"
"GBP7","GBP7","NA"
"GBP4","GBP4","NA"
"AC099063.4","AC099063.4","NA"
"GBP5","GBP5","NA"
"AC099063.1","AC099063.1","NA"
"GBP6","GBP6","NA"
"LRRC8B","LRRC8B","NA"
"LRRC8C.DT","LRRC8C-DT","NA"
"LRRC8C","LRRC8C","NA"
"AC093423.3","AC093423.3","NA"
"AC099568.2","AC099568.2","NA"
"LRRC8D","LRRC8D","NA"
"AL391497.1","AL391497.1","NA"
"ZNF326","ZNF326","NA"
"AC092783.1","AC092783.1","NA"
"BARHL2","BARHL2","NA"
"LINC01763","LINC01763","NA"
"AC091614.1","AC091614.1","NA"
"ZNF644","ZNF644","NA"
"HFM1","HFM1","NA"
"CDC7","CDC7","NA"
"TGFBR3","TGFBR3","NA"
"BRDT","BRDT","NA"
"EPHX4","EPHX4","NA"
"SETSIP","SETSIP","NA"
"BTBD8","BTBD8","NA"
"AC104836.1","AC104836.1","NA"
"C1orf146","C1ORF146","NA"
"GLMN","GLMN","NA"
"RPAP2","RPAP2","NA"
"GFI1","GFI1","NA"
"EVI5","EVI5","NA"
"RPL5","RPL5","NA"
"FAM69A","FAM69A","NA"
"MTF2","MTF2","NA"
"TMED5","TMED5","NA"
"CCDC18","CCDC18","NA"
"DR1","DR1","NA"
"FNBP1L","FNBP1L","NA"
"BCAR3","BCAR3","NA"
"AL109613.1","AL109613.1","NA"
"DNTTIP2","DNTTIP2","NA"
"GCLM","GCLM","NA"
"ABCA4","ABCA4","NA"
"AC093579.1","AC093579.1","NA"
"ARHGAP29","ARHGAP29","NA"
"AC097059.1","AC097059.1","NA"
"AC097059.2","AC097059.2","NA"
"ABCD3","ABCD3","NA"
"F3","F3","NA"
"AC093117.1","AC093117.1","NA"
"SLC44A3","SLC44A3","NA"
"CNN3","CNN3","NA"
"AC105942.1","AC105942.1","NA"
"ALG14","ALG14","NA"
"AC095033.1","AC095033.1","NA"
"TMEM56","TMEM56","NA"
"TMEM56.RWDD3","TMEM56-RWDD3","NA"
"AC092802.1","AC092802.1","NA"
"RWDD3","RWDD3","NA"
"AC092802.2","AC092802.2","NA"
"LINC01760","LINC01760","NA"
"LINC01650","LINC01650","NA"
"AL445218.1","AL445218.1","NA"
"LINC01761","LINC01761","NA"
"AL356479.1","AL356479.1","NA"
"AL683887.1","AL683887.1","NA"
"AC099566.1","AC099566.1","NA"
"LINC01787","LINC01787","NA"
"PTBP2","PTBP2","NA"
"DPYD","DPYD","NA"
"DPYD.AS1","DPYD-AS1","NA"
"DPYD.AS2","DPYD-AS2","NA"
"MIR137HG","MIR137HG","NA"
"BX005019.1","BX005019.1","NA"
"LINC01776","LINC01776","NA"
"SNX7","SNX7","NA"
"PLPPR5","PLPPR5","NA"
"AL445433.2","AL445433.2","NA"
"PLPPR4","PLPPR4","NA"
"LINC01708","LINC01708","NA"
"PALMD","PALMD","NA"
"FRRS1","FRRS1","NA"
"AGL","AGL","NA"
"AC118553.1","AC118553.1","NA"
"SLC35A3","SLC35A3","NA"
"AC118553.2","AC118553.2","NA"
"MFSD14A","MFSD14A","NA"
"AC093019.2","AC093019.2","NA"
"SASS6","SASS6","NA"
"TRMT13","TRMT13","NA"
"LRRC39","LRRC39","NA"
"DBT","DBT","NA"
"RTCA.AS1","RTCA-AS1","NA"
"RTCA","RTCA","NA"
"AC104457.2","AC104457.2","NA"
"CDC14A","CDC14A","NA"
"AL589990.1","AL589990.1","NA"
"GPR88","GPR88","NA"
"LINC01349","LINC01349","NA"
"VCAM1","VCAM1","NA"
"EXTL2","EXTL2","NA"
"AC104506.1","AC104506.1","NA"
"SLC30A7","SLC30A7","NA"
"DPH5","DPH5","NA"
"AC093157.2","AC093157.2","NA"
"AC093157.1","AC093157.1","NA"
"AL109741.1","AL109741.1","NA"
"S1PR1","S1PR1","NA"
"LINC01307","LINC01307","NA"
"LINC01709","LINC01709","NA"
"OLFM3","OLFM3","NA"
"AC114485.1","AC114485.1","NA"
"AC099567.1","AC099567.1","NA"
"COL11A1","COL11A1","NA"
"AC095032.2","AC095032.2","NA"
"RNPC3","RNPC3","NA"
"AMY2B","AMY2B","NA"
"AMY2A","AMY2A","NA"
"AMY1A","AMY1A","NA"
"AMY1B","AMY1B","NA"
"AMY1C","AMY1C","NA"
"LINC01676","LINC01676","NA"
"LINC01677","LINC01677","NA"
"AL355306.2","AL355306.2","NA"
"LINC01661","LINC01661","NA"
"PRMT6","PRMT6","NA"
"NTNG1","NTNG1","NA"
"VAV3","VAV3","NA"
"VAV3.AS1","VAV3-AS1","NA"
"AL390036.1","AL390036.1","NA"
"SLC25A24","SLC25A24","NA"
"AL359258.2","AL359258.2","NA"
"NBPF4","NBPF4","NA"
"AL359258.1","AL359258.1","NA"
"AL390038.1","AL390038.1","NA"
"NBPF6","NBPF6","NA"
"FAM102B","FAM102B","NA"
"HENMT1","HENMT1","NA"
"PRPF38B","PRPF38B","NA"
"FNDC7","FNDC7","NA"
"AL591719.2","AL591719.2","NA"
"STXBP3","STXBP3","NA"
"AKNAD1","AKNAD1","NA"
"AL449266.1","AL449266.1","NA"
"SPATA42","SPATA42","NA"
"GPSM2","GPSM2","NA"
"CLCC1","CLCC1","NA"
"WDR47","WDR47","NA"
"TAF13","TAF13","NA"
"AL356488.3","AL356488.3","NA"
"TMEM167B","TMEM167B","NA"
"AL356488.2","AL356488.2","NA"
"C1orf194","C1ORF194","NA"
"KIAA1324","KIAA1324","NA"
"SARS","SARS","NA"
"CELSR2","CELSR2","NA"
"PSRC1","PSRC1","NA"
"MYBPHL","MYBPHL","NA"
"SORT1","SORT1","NA"
"PSMA5","PSMA5","NA"
"SYPL2","SYPL2","NA"
"ATXN7L2","ATXN7L2","NA"
"CYB561D1","CYB561D1","NA"
"AMIGO1","AMIGO1","NA"
"GPR61","GPR61","NA"
"AL355310.3","AL355310.3","NA"
"GNAI3","GNAI3","NA"
"GNAT2","GNAT2","NA"
"AMPD2","AMPD2","NA"
"AL355310.2","AL355310.2","NA"
"GSTM4","GSTM4","NA"
"GSTM2","GSTM2","NA"
"GSTM1","GSTM1","NA"
"AC000032.1","AC000032.1","NA"
"GSTM5","GSTM5","NA"
"AL158847.1","AL158847.1","NA"
"GSTM3","GSTM3","NA"
"EPS8L3","EPS8L3","NA"
"LINC01768","LINC01768","NA"
"AL450468.1","AL450468.1","NA"
"AL450468.2","AL450468.2","NA"
"CSF1","CSF1","NA"
"AHCYL1","AHCYL1","NA"
"STRIP1","STRIP1","NA"
"AL160006.1","AL160006.1","NA"
"ALX3","ALX3","NA"
"LINC01397","LINC01397","NA"
"UBL4B","UBL4B","NA"
"SLC6A17","SLC6A17","NA"
"AL355990.1","AL355990.1","NA"
"AL355990.2","AL355990.2","NA"
"LINC02586","LINC02586","NA"
"KCNC4","KCNC4","NA"
"RBM15.AS1","RBM15-AS1","NA"
"RBM15","RBM15","NA"
"SLC16A4","SLC16A4","NA"
"AL355488.1","AL355488.1","NA"
"LAMTOR5","LAMTOR5","NA"
"PROK1","PROK1","NA"
"AL358215.1","AL358215.1","NA"
"AL358215.2","AL358215.2","NA"
"CYMP.AS1","CYMP-AS1","NA"
"KCNA10","KCNA10","NA"
"KCNA2","KCNA2","NA"
"AL365361.1","AL365361.1","NA"
"KCNA3","KCNA3","NA"
"CD53","CD53","NA"
"AL360270.1","AL360270.1","NA"
"LRIF1","LRIF1","NA"
